,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,sy_dist,sy_gaiamag,calc_temp,distance,have_life
5000,TOI-4463 A b,TOI-4463 A,2,1,Transit,2023,2.8807198,0.04036,13.26,1.183,252.35576,0.794,Mass,0.595,0.0,633.0,1395.0,0,,5640.0,1.06,1.06,0.011,4.41,173.117,10.9505,1004.8730145360083,0.03985209505874349,No
5001,TOI-4479 b,TOI-4479,1,1,Transit,2022,1.1589,0.0164,2.82,0.252,8.35,0.0263,M-R relationship,2.05,,92.5,861.0,0,M3.0,3400.0,0.45,0.45,-1.604,4.5,80.6532,14.1309,514.3407599927197,0.10395463264613605,No
5002,TOI-451 b,TOI-451,2,3,Transit,2020,1.858703,0.0283,1.91,0.17,4.31,0.0136,M-R relationship,3.4,0.0,695.19,1491.0,0,,5550.0,0.88,0.95,-0.189,4.56,123.739,10.7498,1095.2823052477393,0.03517923859440281,No
5003,TOI-451 c,TOI-451,2,3,Transit,2020,9.192522,0.0823,3.1,0.277,9.8,0.0308,M-R relationship,1.81,0.0,82.52,875.0,0,,5550.0,0.88,0.95,-0.189,4.56,123.739,10.7498,529.2974815827899,0.10230570093001241,No
5004,TOI-451 d,TOI-451,2,3,Transit,2020,16.364988,0.1208,4.07,0.363,15.6,0.049,M-R relationship,1.27,0.0,38.24,722.0,0,,5550.0,0.88,0.95,-0.189,4.56,123.739,10.7498,389.19318002447255,0.15016438241003038,No
5005,TOI-4562 b,TOI-4562,1,1,Transit,2023,225.11781,0.768,12.53,1.118,732.0,2.3,Mass,2.06,0.76,3.2,318.0,0,F7 V,6096.0,1.15,1.19,0.253,4.39,339.605,11.9551,56.684048351359365,0.5739330310589003,No
5006,TOI-4582 b,TOI-4582,1,1,Transit,2023,31.034,,10.536,0.94,168.44906,0.53,Mass,0.791,0.51,73.29,815.0,0,,5190.0,2.5,1.34,0.612,3.77,383.846,11.0809,,,No
5007,TOI-4603 b,TOI-4603,1,1,Transit,2023,7.24599,0.0888,11.68,1.042,4096.80817,12.89,Mass,14.1,0.325,1192.0,1677.0,0,F,6264.0,2.74,1.77,1.017,3.81,225.643,9.07469,1265.36864722156,0.02753676801016722,No
5008,TOI-4791 b,TOI-4791,1,1,Transit,2023,4.28088,0.0555,12.442,1.11,734.18362,2.31,Mass,2.09,0.0,783.2,1472.0,0,,6058.0,1.41,1.24,0.38,4.23,328.802,11.3152,1076.9767765975398,0.03583380971142339,No
5009,TOI-481 b,TOI-481,1,1,Transit,2020,10.33111,0.097,11.097,0.99,486.2799,1.53,Mass,1.96,0.153,207.42,1370.0,0,G,5735.0,1.66,1.14,0.435,4.06,179.366,9.84659,775.8701150907292,0.058785705451125436,No
5010,TOI-500 b,TOI-500,1,4,Transit,2022,0.548177,0.01189,1.166,0.104,1.42,0.00447,Mass,4.89,0.063,1138.0,1617.0,0,K6 V,4440.0,0.68,0.74,-0.7,4.62,47.3924,10.1026,1211.5158393034567,0.026618394337577556,No
5011,TOI-500 c,TOI-500,1,4,Radial Velocity,2022,6.6356,,2.09,0.187,5.03,0.01583,Msini,3.03,0.072,,,0,K6 V,4440.0,0.68,0.74,-0.7,4.62,47.3924,10.1026,,,No
5012,TOI-500 d,TOI-500,1,4,Radial Velocity,2022,26.233,,6.35,0.567,33.12,0.10421,Msini,0.711,0.016,,,0,K6 V,4440.0,0.68,0.74,-0.7,4.62,47.3924,10.1026,,,No
5013,TOI-500 e,TOI-500,1,4,Radial Velocity,2022,61.3,,3.99,0.356,15.05,0.04735,Msini,1.3,0.073,,,0,K6 V,4440.0,0.68,0.74,-0.7,4.62,47.3924,10.1026,,,No
5014,TOI-5153 b,TOI-5153,1,1,Transit,2022,20.33003,0.158,11.882,1.06,1036.12061,3.26,Mass,3.39,0.091,49.56,906.0,0,F8 V,6300.0,1.4,1.24,0.464,4.3,390.484,11.5779,556.0479898750385,0.09260982999321654,No
5015,TOI-5174 b,TOI-5174,1,1,Transit,2022,12.214286,,5.351,0.477,24.8,0.0779,M-R relationship,0.889,,100.91,808.0,0,,5643.77,1.09,1.0,0.039,4.36,197.243,11.1031,,,No
5016,TOI-519 b,TOI-519,1,1,Transit,2021,1.2652328,0.012,11.994,1.07,4449.62,14.0,Mass,,,53.99,760.0,0,M3.5,3350.0,0.37,0.37,-1.857,5.0,115.557,15.7067,549.3525685248873,0.1017844058942885,No
5017,TOI-5205 b,TOI-5205,1,1,Transit,2023,1.630757,0.0199,11.6,1.03,343.0,1.08,Mass,1.21,0.02,49.0,737.0,0,M4.0,3430.0,0.39,0.39,-1.712,4.84,86.4493,14.9317,398.25118302643216,0.14284106396300097,No
5018,TOI-5238 b,TOI-5238,1,1,Transit,2022,4.872171,,5.22,0.466,23.7,0.0747,M-R relationship,0.916,,195.93,1042.0,0,,5631.0,1.02,1.0,-0.023,4.42,290.646,12.0984,,,No
5019,TOI-530 b,TOI-530,1,1,Transit,2021,6.387597,0.052,9.303,0.83,127.13136,0.4,Mass,0.93,0.0,14.26,565.0,0,M0.5 V,3659.0,0.54,0.53,-1.31,4.7,148.762,14.6439,248.2125526893642,0.2349650910749596,No
5020,TOI-532 b,TOI-532,1,1,Transit,2021,2.3266508,0.0296,5.82,0.519,61.5,0.1935,Mass,1.72,0.0,94.1,867.0,0,,3927.0,0.61,0.64,-1.095,4.67,135.047,13.6645,515.0967341203205,0.10442192883918669,No
5021,TOI-5398 b,TOI-5398,1,1,Transit,2022,10.590923,,11.657,1.04,,,Msini,,,118.41,919.0,0,,6017.1,1.05,1.11,0.117,4.44,130.855,9.98233,,,No
5022,TOI-540 b,TOI-540,1,1,Transit,2020,1.2391491,0.01223,0.903,0.081,0.674,0.00212,M-R relationship,5.03,0.0,23.4,611.0,0,M V,3216.0,0.19,0.16,-2.461,4.44,14.0022,12.8938,287.33220537958425,0.20793445433046032,No
5023,TOI-544 b,TOI-544,1,1,Transit,2022,1.548351,0.0251,2.03,0.181,4.78,0.015,M-R relationship,3.14,,240.2,1082.0,0,,4369.0,0.66,0.85,-0.9,4.73,41.1166,10.4143,717.4523833425634,0.07074141157473779,No
5024,TOI-5542 b,TOI-5542,1,1,Transit,2022,75.12375,0.332,11.31,1.009,419.5335,1.32,Mass,1.6,0.018,9.6,441.0,0,G3 V,5700.0,1.06,0.89,1.057,4.2,348.849,12.2819,177.1904560158453,0.09831914285109285,No
5025,TOI-558 b,TOI-558,1,1,Transit,2021,14.574071,0.1291,12.173,1.086,1147.36055,3.61,Mass,3.5,0.298,248.86,1061.0,0,F V,6466.0,1.5,1.35,0.547,4.22,402.63,11.3253,701.3916965054733,0.06877431006009439,No
5026,TOI-559 b,TOI-559,1,1,Transit,2021,6.9839095,0.0723,12.229,1.091,1910.14873,6.01,Mass,5.74,0.151,404.92,1180.0,0,G V,5925.0,1.23,1.03,0.227,4.27,233.266,10.9777,807.4226686339492,0.055672188927001855,No
5027,TOI-561 b,TOI-561,1,4,Transit,2020,0.4465688,0.0106,1.425,0.127,2.0,0.00629,Mass,3.8,0.0,4745.0,2310.0,0,G9 V,5372.0,0.84,0.81,-0.273,4.5,85.799,10.0128,1841.336570445616,0.014514626516946799,No
5028,TOI-561 c,TOI-561,1,4,Transit,2020,10.778831,0.0884,2.91,0.26,5.39,0.01696,Mass,1.2,0.03,68.2,800.0,0,G9 V,5372.0,0.84,0.81,-0.273,4.5,85.799,10.0128,459.0533833362608,0.12104650793378274,No
5029,TOI-561 d,TOI-561,1,4,Transit,2020,25.7124,0.158,2.82,0.252,13.2,0.04153,Mass,3.2,0.122,21.4,598.0,0,G9 V,5372.0,0.84,0.81,-0.273,4.5,85.799,10.0128,274.53307522277714,0.21635009336581076,No
5030,TOI-561 e,TOI-561,1,4,Transit,2020,77.03,0.328,2.55,0.227,12.6,0.03964,Mass,4.2,0.079,4.96,415.0,0,G9 V,5372.0,0.84,0.81,-0.273,4.5,85.799,10.0128,106.97019376380035,0.44913183939231605,No
5031,TOI-564 b,TOI-564,1,1,Transit,2020,1.651144,0.02734,11.433,1.02,464.98529,1.463,Mass,1.7,0.072,1423.0,1714.0,0,,5640.0,1.09,1.0,0.033,4.36,199.581,11.1424,1301.4683732051753,0.026320765154690562,No
5032,TOI-620 b,TOI-620,1,1,Transit,2022,5.0988179,0.04825,3.76,0.335,13.6,0.0428,M-R relationship,1.41,0.22,20.8,604.0,0,M2.5 V,3708.0,0.55,0.58,-1.288,4.72,33.0231,11.3104,280.39716157893133,0.21256772164191198,No
5033,TOI-628 b,TOI-628,1,1,Transit,2021,3.4095675,0.0486,11.882,1.06,2011.8639,6.33,Mass,6.58,0.072,1052.9,1586.0,0,,6250.0,1.34,1.31,0.394,4.3,178.68,10.0579,1177.9471819225232,0.030877083287994742,No
5034,TOI-640 b,TOI-640,1,1,Transit,2021,5.0037775,0.06608,19.851,1.771,279.6904,0.88,Mass,0.195,0.05,1720.77,1749.0,0,,6460.0,2.08,1.54,0.834,3.99,341.997,10.4006,1329.3992494921272,0.02529705903837564,No
5035,TOI-674 b,TOI-674,1,1,Transit,2021,1.977143,0.025,5.25,0.468,23.6,0.07425,Mass,0.91,0.0,38.4,635.0,0,M2 V,3514.0,0.42,0.42,-1.614,4.81,46.0851,13.0914,363.7021434069163,0.16030239414629044,No
5036,TOI-677 b,TOI-677,1,1,Transit,2020,11.2366,0.1038,13.115,1.17,392.83788,1.236,Mass,0.957,0.435,200.55,1252.0,0,F8,6295.0,1.28,1.18,0.312,4.29,141.812,9.66082,704.2768372804071,0.0724765235432104,No
5037,TOI-700 b,TOI-700,1,4,Transit,2020,9.977219,0.0677,0.914,0.082,0.704,0.00222,M-R relationship,5.07,0.075,4.98,417.0,0,M2.5 V,3459.0,0.42,0.42,-1.64,4.81,31.1265,12.0665,107.79571220893251,0.44728946430114247,No
5038,TOI-700 c,TOI-700,1,4,Transit,2020,16.051137,0.0929,2.6,0.232,7.27,0.0229,M-R relationship,2.27,0.068,2.64,356.0,0,M2.5 V,3459.0,0.42,0.42,-1.64,4.81,31.1265,12.0665,52.04927373468786,0.6137842131990566,No
5039,TOI-700 d,TOI-700,1,4,Transit,2020,37.42396,0.1633,1.073,0.096,1.25,0.00394,M-R relationship,5.56,0.042,0.85,269.0,0,M2.5 V,3459.0,0.42,0.42,-1.64,4.81,31.1265,12.0665,-27.868760797870635,1.0789124005964041,Possible
5040,TOI-700 e,TOI-700,1,4,Transit,2023,27.80978,0.134,0.953,0.085,0.818,0.00257,M-R relationship,5.19,0.059,1.27,273.0,0,M2.5 V,3459.0,0.42,0.42,-1.64,4.81,31.1265,12.0665,-2.377206916748605,0.8853292203301787,No
5041,TOI-712 b,TOI-712,1,3,Transit,2022,9.531361,0.07928,2.049,0.183,4.85,0.0153,M-R relationship,3.1,0.54,22.6,650.0,0,K4.5 V,4622.0,0.67,0.73,-0.728,4.65,58.6212,10.5785,320.96119851702235,0.18330049656512115,No
5042,TOI-712 c,TOI-712,1,3,Transit,2022,51.69906,0.2447,2.701,0.241,7.76,0.0244,M-R relationship,2.16,0.089,3.08,370.0,0,K4.5 V,4622.0,0.67,0.73,-0.728,4.65,58.6212,10.5785,65.01805109738041,0.565762254155968,No
5043,TOI-712 d,TOI-712,1,3,Transit,2022,84.8396,0.3405,2.474,0.221,6.68,0.021,M-R relationship,2.42,0.073,1.6,314.0,0,K4.5 V,4622.0,0.67,0.73,-0.728,4.65,58.6212,10.5785,13.525778904112599,0.7872580610547901,No
5044,TOI-733 b,TOI-733,1,1,Transit,2023,4.884765,0.0618,1.992,0.178,5.72,0.018,Mass,3.98,0.046,207.1,1056.0,0,G,5585.0,0.95,0.96,-0.086,4.47,75.2092,9.28881,695.0675698720001,0.06823205870994811,No
5045,TOI-763 b,TOI-763,1,2,Transit,2020,5.6057,0.06,2.28,0.203,9.79,0.0308,Mass,4.51,0.04,183.08,1038.0,0,G,5450.0,0.9,0.92,-0.154,4.45,95.1274,9.99915,660.156624917029,0.07163928626785639,No
5046,TOI-763 c,TOI-763,1,2,Transit,2020,12.2737,0.1011,2.63,0.235,9.32,0.02932,Mass,2.82,0.04,64.32,800.0,0,G,5450.0,0.9,0.92,-0.154,4.45,95.1274,9.99915,445.84255932478266,0.12071219736133801,No
5047,TOI-776 b,TOI-776,1,2,Transit,2020,8.24661,0.0652,1.85,0.165,4.0,0.01259,Mass,3.4,0.06,11.5,514.0,0,M1 V,3709.0,0.54,0.54,-1.31,4.73,27.1701,10.7409,198.81754164489826,0.29461007573244935,No
5048,TOI-776 c,TOI-776,1,2,Transit,2020,15.6653,0.1,2.02,0.18,5.3,0.01668,Mass,3.5,0.04,4.9,415.0,0,M1 V,3709.0,0.54,0.54,-1.31,4.73,27.1701,10.7409,107.94735102575345,0.4518559443749224,No
5049,TOI-778 b,TOI-778,1,1,Transit,2023,4.633611,0.06,15.4,1.37,878.0,2.8,Mass,1.3,0.21,734.67,1561.0,0,F3 V,6643.0,1.71,1.4,0.76,4.05,161.743,8.99436,1294.9324681638432,0.025012163008220123,No
5050,TOI-813 b,TOI-813,1,1,Transit,2020,83.8911,0.423,6.71,0.599,36.4,0.114,M-R relationship,0.662,0.0,23.1,610.0,0,G0 IV,5907.0,1.94,1.32,0.619,3.86,263.145,10.2352,286.19513996145054,0.20741509864097182,No
5051,TOI-824 b,TOI-824,1,1,Transit,2020,1.392978,0.02177,2.926,0.261,18.467,0.0581,Mass,4.03,,412.0,1253.0,0,K4 V,4600.0,0.7,0.71,-0.71,4.61,63.9262,10.7616,880.1966379278027,0.049301306576300906,No
5052,TOI-833 b,TOI-833,1,1,Transit,2022,1.0418777,0.0171,1.27,0.113,2.15,0.00678,M-R relationship,5.77,,270.07,1118.0,0,,3920.0,0.6,0.61,-1.111,4.67,41.7148,11.075,753.5554179619102,0.06144635284517166,No
5053,TOI-836 b,TOI-836,1,2,Transit,2023,3.81673,0.0422,1.704,0.152,4.53,0.01425,Mass,5.02,0.053,78.84,871.0,0,K V,4552.0,0.67,0.68,-0.853,4.74,27.5024,9.40475,528.833893056952,0.11267107837286866,No
5054,TOI-836 c,TOI-836,1,2,Transit,2023,8.59545,0.075,2.587,0.231,9.6,0.0302,Mass,3.06,0.078,26.71,665.0,1,K V,4552.0,0.67,0.68,-0.853,4.74,27.5024,9.40475,328.427022514452,0.20024480753471915,No
5055,TOI-837 b,TOI-837,1,1,Transit,2020,8.3248762,,8.631,0.77,381.396,1.2,Msini,,0.0,112.71,907.0,0,G0/F9 V,6047.0,1.02,1.12,0.041,4.47,142.488,10.356,,,No
5056,TOI-849 b,TOI-849,1,1,Transit,2020,0.76552414,0.01598,3.444,0.307,39.09,0.12299,Mass,5.2,0.0,2314.06,1932.0,0,G,5373.8,0.92,0.93,-0.218,4.48,225.734,12.0645,1529.7400503234885,0.020538880825898977,No
5057,TOI-892 b,TOI-892,1,1,Transit,2020,10.62656,0.092,11.994,1.07,301.9385,0.95,Mass,0.962,0.125,571.01,1397.0,0,F,6261.0,1.39,1.28,0.431,4.26,340.543,11.3435,802.9172330320201,0.05601287021004837,No
5058,TOI-905 b,TOI-905,1,1,Transit,2020,3.739494,0.04666,13.126,1.171,211.99261,0.667,Mass,0.515,0.024,337.0,1192.0,0,,5570.0,0.92,0.97,-0.137,4.5,158.649,11.0813,820.451150416959,0.054631702464262466,No
5059,TOI-942 b,TOI-942,3,2,Transit,2020,4.32421,0.04866,3.89,0.347,826.358,2.6,Mass,,0.34,261.86,1120.0,0,K2.5 V,4969.0,0.89,0.82,-0.359,4.31,152.601,11.6346,666.4871188982668,0.07356514657089734,No
5060,TOI-942 c,TOI-942,3,2,Transit,2020,10.156272,0.08598,4.67,0.417,37.0,0.11641,Mass,,0.32,,,0,K2.5 V,4969.0,0.89,0.82,-0.359,4.31,152.601,11.6346,433.73293349913865,0.12998625775104303,No
5061,TOI-954 b,TOI-954,1,1,Transit,2020,3.6849729,0.04963,9.55,0.852,55.30242,0.174,Mass,0.35,0.14,1393.0,1526.0,0,,5710.0,1.89,1.2,0.535,3.96,238.768,10.2321,1284.884569542321,0.02680675685576883,No
5062,TOI-969 b,TOI-969,1,2,Transit,2022,1.8237305,0.02636,2.765,0.247,9.1,0.02863,Mass,2.34,,188.0,941.0,0,K V,4435.0,0.67,0.73,-0.7,4.55,77.2554,11.2667,715.4953757677275,0.05901268921266143,No
5063,TOI-969 c,TOI-969,1,2,Radial Velocity,2022,1700.0,2.52,12.4,1.11,3591.461,11.3,Msini,10.4,0.628,0.02,96.0,0,K V,4435.0,0.67,0.73,-0.7,4.55,77.2554,11.2667,-172.03560866729657,5.641577269192216,No
5064,TRAPPIST-1 b,TRAPPIST-1,1,7,Transit,2016,1.510826,0.01154,1.116,0.1,1.374,0.00432,Mass,5.441939,0.00622,4.15,398.0,1,,2566.0,0.12,0.09,-3.257,5.24,12.4298888,15.6451,92.71982061195695,0.4905754476525266,No
5065,TRAPPIST-1 c,TRAPPIST-1,1,7,Transit,2016,2.421937,0.0158,1.097,0.098,1.308,0.00412,Mass,5.463993,0.00654,2.21,340.0,1,,2566.0,0.12,0.09,-3.257,5.24,12.4298888,15.6451,39.530608449303315,0.671671756751293,No
5066,TRAPPIST-1 d,TRAPPIST-1,1,7,Transit,2016,4.049219,0.02227,0.788,0.07,0.388,0.00122,Mass,4.366784,0.00837,1.11,286.0,1,,2566.0,0.12,0.09,-3.257,5.24,12.4298888,15.6451,-9.778132425448348,0.9467170900538793,Possible
5067,TRAPPIST-1 e,TRAPPIST-1,1,7,Transit,2017,6.101013,0.02925,0.92,0.082,0.692,0.00218,Mass,4.901605,0.0051,0.65,250.0,1,,2566.0,0.12,0.09,-3.257,5.24,12.4298888,15.6451,-43.341252029995246,1.243442967403501,Possible
5068,TRAPPIST-1 f,TRAPPIST-1,1,7,Transit,2017,9.20754,0.03849,1.045,0.093,1.039,0.00327,Mass,5.022904,0.01007,0.37,218.0,1,,2566.0,0.12,0.09,-3.257,5.24,12.4298888,15.6451,-72.8155969301489,1.6362434124909662,No
5069,TRAPPIST-1 g,TRAPPIST-1,1,7,Transit,2017,12.352446,0.04683,1.129,0.101,1.321,0.00416,Mass,5.055986,0.00208,0.25,197.0,1,,2566.0,0.12,0.09,-3.257,5.24,12.4298888,15.6451,-91.52843525991415,1.9907840739660154,No
5070,TRAPPIST-1 h,TRAPPIST-1,1,7,Transit,2017,18.772866,0.06189,0.755,0.067,0.326,0.00103,Mass,4.16278,0.00567,0.14,172.0,1,,2566.0,0.12,0.09,-3.257,5.24,12.4298888,15.6451,-115.16376461619271,2.630997786413767,No
5071,TYC 0434-04538-1 b,TYC 0434-04538-1,1,1,Radial Velocity,2021,193.2,0.66,12.7,1.14,1938.763,6.1,Msini,5.2,0.08,,,0,,4679.0,9.99,1.04,1.67,2.49,613.422,9.92369,531.757619054139,0.09650369351414342,No
5072,TYC 1422-614-1 b,TYC 1422-614-1,1,2,Radial Velocity,2014,198.4,0.69,13.3,1.18,794.5,2.5,Msini,1.86,0.06,,,0,,4806.0,6.85,1.15,1.35,2.85,672.41,9.91329,396.40571858691953,0.1458307437487286,No
5073,TYC 1422-614-1 c,TYC 1422-614-1,1,2,Radial Velocity,2014,559.3,1.37,12.5,1.11,3178.0,10.0,Msini,8.94,0.048,,,0,,4806.0,6.85,1.15,1.35,2.85,672.41,9.91329,202.02215750860023,0.2895479984576206,No
5074,TYC 2187-512-1 b,TYC 2187-512-1,1,1,Radial Velocity,2022,691.9,1.22,12.5,1.12,104.88337,0.33,Msini,0.295,0.05,,,0,M1.0 V,3734.0,0.5,0.5,-1.381,4.68,15.4744,9.77026,-167.45325399946523,5.982184878061124,No
5075,TYC 3318-01333-1 b,TYC 3318-01333-1,1,1,Radial Velocity,2018,562.0,1.414,13.1,1.17,1086.9786,3.42,Msini,2.66,0.098,,,0,,4776.0,5.9,1.19,1.21,2.97,490.61,9.4629,158.2179117430312,0.3511150210887936,No
5076,TYC 3667-1280-1 b,TYC 3667-1280-1,1,1,Radial Velocity,2016,26.468,0.21,12.8,1.14,1716.282,5.4,Msini,4.5,0.036,,1350.0,0,,5130.0,6.26,1.87,1.38,3.11,477.516,9.42321,965.296075200561,0.042876496838060114,No
5077,TYC 4282-00605-1 b,TYC 4282-00605-1,1,1,Radial Velocity,2017,101.54,0.422,12.4,1.11,3426.2074,10.78,Msini,9.87,0.28,,,0,,4300.0,16.21,0.97,1.91,2.0,464.128,9.90946,905.2316048448043,0.04680717720407333,No
5078,TYC 8998-760-1 b,TYC 8998-760-1,1,2,Imaging,2020,,162.0,12.3,1.1,4449.62,14.0,Mass,13.1,,,,0,K3 IV,4573.0,0.95,1.0,-0.339,4.29,94.6177,10.6505,-257.66583774464107,239.33985001751742,No
5079,TYC 8998-760-1 c,TYC 8998-760-1,1,2,Imaging,2020,,320.0,12.33,1.1,1906.98,6.0,Mass,5.59,,,1240.0,0,K3 IV,4573.0,0.95,1.0,-0.367,4.29,94.6177,10.6505,-262.1328254130276,488.25868633839667,No
5080,Teegarden's Star b,Teegarden's Star,1,2,Radial Velocity,2019,4.91,0.0252,1.02,0.091,1.05,0.0033,Msini,5.44,0.0,1.15,,0,M7.0 V,2904.0,0.11,0.09,-3.137,5.27,3.83078,12.2746,-4.878275487364306,0.9330405976083402,Possible
5081,Teegarden's Star c,Teegarden's Star,1,2,Radial Velocity,2019,11.409,0.0443,1.04,0.093,1.11,0.00349,Msini,5.42,0.0,0.37,,0,M7.0 V,2904.0,0.11,0.09,-3.137,5.27,3.83078,12.2746,-70.81393097181507,1.640226129922598,No
5082,TrES-1 b,TrES-1,2,1,Transit,2004,3.03007,0.03925,12.666,1.13,266.9772,0.84,Mass,0.712,0.0,318.46,1140.0,0,K0 V,5230.0,0.85,1.04,-0.301,4.57,159.658,11.5565,803.0018038374345,0.05550596545900354,No
5083,TrES-2 b,TrES-2,2,1,Transit,2006,2.47063,0.03563,15.244,1.36,473.5667,1.49,Mass,0.884,0.0,903.86,1466.0,0,G0 V,5850.0,1.12,1.36,0.038,4.43,215.32,11.2819,1177.0876742796513,0.03410482476023531,No
5084,TrES-3 b,TrES-3,1,1,Transit,2007,1.30618581,0.02282,14.975,1.336,607.03,1.91,Mass,0.994,0.0,1025.5,1638.0,1,G4 V,5650.0,0.83,0.93,-0.204,4.4,231.337,12.1995,1233.498316900797,0.02886128344929167,No
5085,TrES-4 b,TrES-4,2,1,Transit,2007,3.55395,0.05084,18.046,1.61,247.9074,0.78,Mass,0.099,0.0,2276.3,1778.0,0,F8 V,6200.0,1.66,1.08,0.726,4.06,515.98,11.4731,1293.331172150105,0.02203969305722197,No
5086,TrES-5 b,TrES-5,1,1,Transit,2011,1.48224686,0.02459,13.384,1.194,568.9157,1.79,Mass,1.31,0.03,442.99,1480.0,0,,5171.0,0.87,0.9,-0.344,4.52,360.313,13.4599,1086.8443887786034,0.0365391574438375,No
5087,UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,1,1,Microlensing,2018,,4.18,13.7,1.22,407.0,1.28,Mass,0.87,,,,0,,,,0.81,,,6300.0,,,,No
5088,USco CTIO 108 b,USco CTIO 108,1,1,Imaging,2008,,670.0,12.3,1.1,4449.62,14.0,Mass,13.1,,,,0,M7,2700.0,0.35,0.06,-1.95,4.88,144.019,17.4229,-270.42138286673674,6325.207871115686,No
5089,USco1556 b,USco1556 A,1,1,Imaging,2019,,3500.0,12.3,1.09,4767.45,15.0,Mass,14.1,,,2240.0,0,M3.0 V,3410.0,0.67,0.33,-1.09,4.59,140.635,14.3099,-271.06387669419183,12276.315588339881,No
5090,USco1621 b,USco1621 A,1,1,Imaging,2019,,2880.0,12.2,1.09,5085.28,16.0,Mass,15.4,,,2270.0,0,M2.5 V,3460.0,0.71,0.36,-1.02,4.25,137.901,14.1769,-270.7478990992944,9319.497319573293,No
5091,UZ For b,UZ For,2,2,Eclipse Timing Variations,2011,5840.0,5.9,,,2002.2,6.3,Mass,,0.04,,,0,,5286.9,,0.7,,,239.6038748,16.6937,,,No
5092,UZ For c,UZ For,2,2,Eclipse Timing Variations,2011,1916.25,2.8,,,2447.2,7.7,Mass,,0.05,,,0,,5286.9,,0.7,,,239.6038748,16.6937,,,No
5093,V0391 Peg b,V0391 Peg,1,1,Pulsation Timing Variations,2007,1170.0,1.7,13.1,1.17,1017.056,3.2,Msini,2.49,0.0,,,0,sdBV,29300.0,0.23,0.5,1.433,5.4,1195.98,14.5897,203.3789549577989,0.3265494234978427,No
5094,V1298 Tau b,V1298 Tau,1,4,Transit,2019,24.1396,0.1688,10.27,0.916,203.41018,0.64,Mass,1.2,0.29,35.0,677.0,1,K1,5050.0,1.34,1.1,-0.02,4.25,108.199,10.0702,355.9790989397927,0.1727318570969913,No
5095,V1298 Tau c,V1298 Tau,1,4,Transit,2019,8.24958,0.0825,5.59,0.499,76.27882,0.24,Mass,3.5,0.43,146.0,968.0,1,K1,5050.0,1.34,1.1,-0.02,4.25,108.199,10.0702,626.7598798301694,0.08442167186316223,No
5096,V1298 Tau d,V1298 Tau,1,4,Transit,2019,12.4032,0.1083,6.41,0.572,98.52681,0.31,Mass,2.4,0.21,85.0,845.0,1,K1,5050.0,1.34,1.1,-0.02,4.25,108.199,10.0702,512.287741192234,0.11082263106400567,No
5097,V1298 Tau e,V1298 Tau,1,4,Transit,2019,60.0,0.308,8.74,0.78,368.68095,1.16,Mass,3.6,0.57,10.0,492.0,0,K1,5050.0,1.34,1.1,-0.02,4.25,108.199,10.0702,192.59761093703753,0.31517424162247226,No
5098,V830 Tau b,V830 Tau,1,1,Radial Velocity,2016,4.927,0.057,14.0,1.25,222.481,0.7,Mass,0.446,0.0,,,0,,4250.0,2.0,1.0,0.08,,130.111,11.6928,839.987251616867,0.051984617843286854,No
5099,VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,2,1,Imaging,2015,5800000.0,350.0,13.675,1.22,5085.25451,16.0,Mass,10.9,0.68,,1194.0,0,M7.5,2620.0,,0.07,-3.14,5.05,12.7,,,13003.73301840104,No
5100,WASP-1 b,WASP-1,2,1,Transit,2007,2.5199454,0.03889,16.623,1.483,271.415,0.854,Mass,0.348,0.0,2121.52,1812.0,0,F7 V,6110.0,1.47,1.24,0.441,4.21,393.072,11.5349,1387.8251035770509,0.02340657896416442,No
5101,WASP-10 b,WASP-10,1,1,Transit,2008,3.0927616,0.03781,12.106,1.08,1001.12,3.15,Mass,4.14,0.0473,174.03,1370.0,0,K5 V,4675.0,0.7,0.75,-0.64,4.63,140.998,12.1739,616.275370437687,0.07899628670759125,No
5102,WASP-100 b,WASP-100,2,1,Transit,2014,2.84938,0.04574,14.908,1.33,400.4658,1.26,Mass,0.53,0.0,1954.92,2190.0,0,F2,6900.0,1.57,0.77,0.766,4.35,364.411,10.6151,1514.2965073748355,0.018936345126254472,No
5103,WASP-101 b,WASP-101,1,1,Transit,2014,3.58572,0.05057,16.029,1.43,162.0933,0.51,Mass,0.24,0.0,1089.17,1560.0,0,F6,6380.0,1.31,1.41,0.421,4.31,201.224,10.138,1162.6437764883076,0.031145331207362726,No
5104,WASP-103 b,WASP-103,1,1,Transit,2014,0.925542,0.01985,17.127,1.528,473.547,1.49,Mass,0.55,0.15,,2508.0,0,F8 V,6110.0,1.44,1.22,0.413,4.22,375.647,12.1931,2027.8913207297146,0.01233844731788757,No
5105,WASP-104 b,WASP-104,2,1,Transit,2014,1.7554137,0.02918,12.745,1.137,404.263,1.272,Mass,1.074,0.0,867.74,1516.0,0,G8,5475.0,0.96,1.08,-0.19,4.5,185.932,11.5931,1115.3929349422833,0.03631493637148902,No
